Id,alpha
275602,3
275603,4
275604,2
275605,4
275606,4
275607,2
275608,2
275609,1
275610,4
275611,2
275612,3
275613,4
275614,2
275615,2
275616,2
275617,2
275618,1
275619,4
275620,2
275621,2
275622,4
275623,3
275624,2
275625,2
275626,3
275627,2
275628,2
275629,2
275630,2
275631,2
275632,1
275633,2
275634,1
275635,3
275636,2
275637,2
275638,3
275639,2
275640,2
275641,1
275642,3
275643,2
275644,3
275645,2
275646,2
275647,3
275648,2
275649,3
275650,2
275651,1
275652,2
275653,4
275654,2
275655,2
275656,2
275657,2
275658,2
275659,3
275660,2
275661,1
275662,4
275663,2
275664,2
275665,2
275666,4
275667,3
275668,1
275669,2
275670,4
275671,2
275672,2
275673,2
275674,3
275675,3
275676,4
275677,3
275678,1
275679,2
275680,2
275681,1
275682,4
275683,2
275684,2
275685,1
275686,1
275687,3
275688,3
275689,2
275690,4
275691,4
275692,4
275693,4
275694,4
275695,2
275696,4
275697,1
275698,3
275699,2
275700,2
275701,2
275702,2
275703,2
275704,2
275705,4
275706,1
275707,4
275708,4
275709,4
275710,2
275711,2
275712,2
275713,2
275714,1
275715,2
275716,2
275717,1
275718,1
275719,2
275720,2
275721,2
275722,2
275723,1
275724,2
275725,4
275726,3
275727,2
275728,1
275729,2
275730,1
275731,2
275732,2
275733,4
275734,2
275735,2
275736,2
275737,2
275738,2
275739,2
275740,2
275741,2
275742,1
275743,1
275744,2
275745,1
275746,2
275747,1
275748,3
275749,2
275750,3
275751,2
275752,2
275753,2
275754,2
275755,2
275756,2
275757,1
275758,2
275759,4
275760,4
275761,3
275762,3
275763,2
275764,1
275765,2
275766,1
275767,2
275768,4
275769,4
275770,2
275771,2
275772,4
275773,1
275774,2
275775,2
275776,3
275777,2
275778,2
275779,2
275780,3
275781,1
275782,2
275783,3
275784,2
275785,1
275786,2
275787,4
275788,2
275789,1
275790,2
275791,2
275792,4
275793,1
275794,4
275795,1
275796,3
275797,4
275798,1
275799,4
275800,1
275801,2
275802,2
275803,2
275804,3
275805,2
275806,2
275807,4
275808,2
275809,2
275810,2
275811,2
275812,3
275813,2
275814,2
275815,2
275816,2
275817,3
275818,2
275819,1
275820,4
275821,2
275822,4
275823,4
275824,2
275825,1
275826,2
275827,3
275828,2
275829,2
275830,2
275831,2
275832,4
275833,2
275834,1
275835,2
275836,3
275837,2
275838,1
275839,2
275840,1
275841,1
275842,1
275843,1
275844,3
275845,2
275846,2
275847,1
275848,2
275849,1
275850,1
275851,2
275852,1
275853,1
275854,2
275855,3
275856,4
275857,3
275858,3
275859,2
275860,2
275861,2
275862,1
275863,2
275864,2
275865,1
275866,1
275867,2
275868,4
275869,4
275870,1
275871,2
275872,1
275873,2
275874,2
275875,3
275876,2
275877,3
275878,1
275879,2
275880,4
275881,1
275882,2
275883,2
275884,1
275885,2
275886,1
275887,2
275888,1
275889,2
275890,2
275891,2
275892,2
275893,1
275894,3
275895,2
275896,1
275897,2
275898,2
275899,2
275900,4
275901,2
275902,4
275903,2
275904,2
275905,2
275906,2
275907,2
275908,3
275909,2
275910,1
275911,1
275912,1
275913,3
275914,2
275915,3
275916,2
275917,1
275918,1
275919,2
275920,4
275921,2
275922,2
275923,2
275924,2
275925,1
275926,4
275927,2
275928,2
275929,1
275930,2
275931,3
275932,2
275933,2
275934,3
275935,1
275936,4
275937,2
275938,2
275939,4
275940,2
275941,3
275942,2
275943,2
275944,4
275945,2
275946,2
275947,3
275948,1
275949,1
275950,2
275951,1
275952,2
275953,1
275954,2
275955,1
275956,1
275957,2
275958,2
275959,3
275960,2
275961,2
275962,2
275963,2
275964,4
275965,2
275966,1
275967,2
275968,2
275969,1
275970,2
275971,3
275972,3
275973,2
275974,3
275975,1
275976,4
275977,1
275978,2
275979,1
275980,2
275981,2
275982,4
275983,3
275984,2
275985,2
275986,2
275987,3
275988,2
275989,2
275990,2
275991,4
275992,4
275993,3
275994,2
275995,2
275996,2
275997,1
275998,2
275999,2
276000,4
276001,3
276002,2
276003,2
276004,2
276005,2
276006,4
276007,4
276008,2
276009,1
276010,1
276011,2
276012,2
276013,3
276014,3
276015,2
276016,1
276017,1
276018,2
276019,2
276020,3
276021,2
276022,2
276023,3
276024,3
276025,2
276026,3
276027,2
276028,2
276029,3
276030,1
276031,1
276032,2
276033,2
276034,2
276035,3
276036,2
276037,2
276038,2
276039,3
276040,2
276041,1
276042,2
276043,2
276044,1
276045,2
276046,2
276047,1
276048,4
276049,2
276050,2
276051,2
276052,2
276053,3
276054,2
276055,1
276056,1
276057,1
276058,2
276059,2
276060,4
276061,2
276062,2
276063,2
276064,2
276065,2
276066,2
276067,2
276068,2
276069,2
276070,4
276071,2
276072,1
276073,2
276074,4
276075,3
276076,2
276077,2
276078,1
276079,4
276080,2
276081,4
276082,2
276083,2
276084,1
276085,4
276086,2
276087,3
276088,2
276089,2
276090,2
276091,2
276092,1
276093,4
276094,2
276095,2
276096,4
276097,2
276098,4
276099,3
276100,3
276101,2
276102,2
276103,2
276104,4
276105,2
276106,2
276107,2
276108,3
276109,2
276110,1
276111,2
276112,2
276113,2
276114,2
276115,2
276116,4
276117,2
276118,2
276119,2
276120,2
276121,1
276122,3
276123,2
276124,2
276125,2
276126,2
276127,2
276128,1
276129,2
276130,1
276131,1
276132,4
276133,4
276134,2
276135,3
276136,3
276137,2
276138,3
276139,1
276140,2
276141,2
276142,2
276143,1
276144,3
276145,3
276146,1
276147,3
276148,2
276149,2
276150,4
276151,4
276152,1
276153,2
276154,2
276155,3
276156,2
276157,2
276158,2
276159,2
276160,3
276161,3
276162,3
276163,2
276164,2
276165,1
276166,2
276167,1
276168,3
276169,3
276170,1
276171,2
276172,2
276173,2
276174,4
276175,2
276176,2
276177,1
276178,2
276179,2
276180,1
276181,2
276182,2
276183,2
276184,1
276185,2
276186,2
276187,1
276188,2
276189,1
276190,2
276191,2
276192,2
276193,2
276194,2
276195,2
276196,2
276197,2
276198,1
276199,2
276200,2
276201,2
276202,4
276203,2
276204,1
276205,2
276206,1
276207,2
276208,3
276209,4
276210,2
276211,2
276212,4
276213,3
276214,2
276215,1
276216,1
276217,3
276218,2
276219,1
276220,1
276221,3
276222,4
276223,2
276224,2
276225,2
276226,1
276227,2
276228,1
276229,3
276230,4
276231,3
276232,1
276233,1
276234,4
276235,1
276236,2
276237,2
276238,2
276239,1
276240,1
276241,1
276242,2
276243,4
276244,4
276245,2
276246,3
276247,2
276248,2
276249,4
276250,4
276251,4
276252,1
276253,4
276254,3
276255,4
276256,3
276257,1
276258,4
276259,3
276260,2
276261,2
276262,1
276263,2
276264,2
276265,2
276266,3
276267,1
276268,4
276269,4
276270,2
276271,2
276272,1
276273,2
276274,2
276275,2
276276,3
276277,3
276278,2
276279,3
276280,3
276281,2
276282,1
276283,2
276284,2
276285,1
276286,3
276287,3
276288,1
276289,2
276290,2
276291,1
276292,2
276293,1
276294,2
276295,2
276296,2
276297,1
276298,2
276299,1
276300,1
276301,2
276302,1
276303,1
276304,2
276305,2
276306,2
276307,2
276308,1
276309,2
276310,1
276311,4
276312,4
276313,4
276314,2
276315,2
276316,2
276317,3
276318,2
276319,4
276320,3
276321,1
276322,3
276323,1
276324,4
276325,2
276326,2
276327,2
276328,4
276329,1
276330,2
276331,2
276332,2
276333,2
276334,2
276335,2
276336,2
276337,1
276338,2
276339,4
276340,2
276341,2
276342,2
276343,2
276344,1
276345,2
276346,2
276347,2
276348,1
276349,2
276350,2
276351,1
276352,2
276353,2
276354,4
276355,4
276356,2
276357,3
276358,3
276359,1
276360,3
276361,4
276362,1
276363,1
276364,2
276365,1
276366,4
276367,2
276368,4
276369,2
276370,2
276371,3
276372,1
276373,4
276374,4
276375,2
276376,3
276377,2
276378,3
276379,2
276380,4
276381,2
276382,4
276383,2
276384,2
276385,2
276386,4
276387,3
276388,4
276389,2
276390,3
276391,1
276392,2
276393,2
276394,3
276395,1
276396,1
276397,2
276398,2
276399,1
276400,2
276401,2
276402,3
276403,2
276404,2
276405,3
276406,1
276407,1
276408,2
276409,1
276410,2
276411,4
276412,2
276413,3
276414,2
276415,1
276416,3
276417,2
276418,1
276419,2
276420,4
276421,3
276422,2
276423,3
276424,2
276425,1
276426,3
276427,3
276428,1
276429,4
276430,2
276431,2
276432,2
276433,3
276434,2
276435,1
276436,4
276437,1
276438,2
276439,2
276440,4
276441,2
276442,4
276443,2
276444,2
276445,3
276446,3
276447,3
276448,2
276449,2
276450,2
276451,4
276452,2
276453,2
276454,4
276455,2
276456,2
276457,1
276458,4
276459,2
276460,2
276461,4
276462,1
276463,1
276464,2
276465,3
276466,2
276467,2
276468,4
276469,2
276470,2
276471,2
276472,3
276473,2
276474,1
276475,4
276476,3
276477,1
276478,1
276479,4
276480,2
276481,1
276482,2
276483,3
276484,4
276485,1
276486,2
276487,2
276488,1
276489,4
276490,2
276491,3
276492,4
276493,3
276494,2
276495,4
276496,2
276497,2
276498,2
276499,1
276500,3
276501,2
276502,2
276503,4
276504,2
276505,4
276506,2
276507,2
276508,1
276509,2
276510,4
276511,2
276512,2
276513,4
276514,4
276515,2
276516,2
276517,2
276518,1
276519,2
276520,1
276521,4
276522,2
276523,2
276524,4
276525,2
276526,2
276527,1
276528,4
276529,1
276530,2
276531,2
276532,4
276533,2
276534,3
276535,2
276536,4
276537,1
276538,3
276539,3
276540,2
276541,4
276542,1
276543,3
276544,1
276545,2
276546,1
276547,4
276548,2
276549,2
276550,1
276551,1
276552,3
276553,2
276554,1
276555,2
276556,4
276557,3
276558,1
276559,2
276560,2
276561,2
276562,4
276563,3
276564,4
276565,2
276566,1
276567,1
276568,3
276569,1
276570,2
276571,2
276572,4
276573,4
276574,1
276575,1
276576,4
276577,1
276578,2
276579,4
276580,1
276581,1
276582,3
276583,3
276584,1
276585,1
276586,3
276587,4
276588,3
276589,2
276590,2
276591,2
276592,2
276593,2
276594,4
276595,2
276596,1
276597,3
276598,3
276599,2
276600,2
276601,2
276602,2
276603,3
276604,3
276605,1
276606,1
276607,2
276608,2
276609,3
276610,2
276611,2
276612,2
276613,2
276614,1
276615,2
276616,2
276617,2
276618,2
276619,2
276620,2
276621,3
276622,1
276623,3
276624,2
276625,1
276626,2
276627,4
276628,4
276629,2
276630,4
276631,1
276632,2
276633,1
276634,1
276635,2
276636,1
276637,3
276638,1
276639,3
276640,2
276641,3
276642,2
276643,1
276644,2
276645,4
276646,2
276647,2
276648,2
276649,2
276650,3
276651,2
276652,2
276653,1
276654,1
276655,4
276656,2
276657,3
276658,3
276659,3
276660,2
276661,2
276662,2
276663,3
276664,2
276665,4
276666,3
276667,2
276668,1
276669,2
276670,2
276671,2
276672,1
276673,3
276674,2
276675,3
276676,1
276677,2
276678,2
276679,2
276680,3
276681,4
276682,4
276683,4
276684,2
276685,2
276686,2
276687,2
276688,2
276689,2
276690,1
276691,3
276692,2
276693,2
276694,1
276695,1
276696,3
276697,3
276698,2
276699,4
276700,2
276701,2
276702,2
276703,2
276704,2
276705,1
276706,2
276707,1
276708,2
276709,3
276710,4
276711,1
276712,2
276713,1
276714,2
276715,2
276716,4
276717,2
276718,1
276719,2
276720,2
276721,3
276722,3
276723,4
276724,3
276725,3
276726,1
276727,2
276728,1
276729,4
276730,2
276731,1
276732,1
276733,2
276734,1
276735,4
276736,2
276737,2
276738,4
276739,2
276740,2
276741,2
276742,4
276743,4
276744,1
276745,2
276746,2
276747,2
276748,3
276749,2
276750,2
276751,1
276752,3
276753,2
276754,1
276755,3
276756,2
276757,2
276758,3
276759,3
276760,2
276761,1
276762,2
276763,4
276764,1
276765,3
276766,2
276767,2
276768,1
276769,3
276770,1
276771,3
276772,2
276773,4
276774,3
276775,2
276776,1
276777,2
276778,4
276779,2
276780,2
276781,1
276782,2
276783,1
276784,1
276785,2
276786,1
276787,2
276788,2
276789,1
276790,4
276791,3
276792,4
276793,1
276794,3
276795,2
276796,3
276797,4
276798,2
276799,2
276800,4
276801,4
276802,1
276803,2
276804,3
276805,2
276806,2
276807,1
276808,3
276809,2
276810,1
276811,1
276812,2
276813,2
276814,1
276815,4
276816,3
276817,2
276818,4
276819,2
276820,2
276821,4
276822,1
276823,2
276824,2
276825,2
276826,2
276827,1
276828,2
276829,2
276830,4
276831,1
276832,3
276833,2
276834,2
276835,2
276836,3
276837,3
276838,3
276839,4
276840,4
276841,4
276842,2
276843,1
276844,2
276845,3
276846,2
276847,4
276848,2
276849,2
276850,3
276851,3
276852,2
276853,1
276854,4
276855,2
276856,2
276857,2
276858,2
276859,2
276860,2
276861,1
276862,4
276863,3
276864,2
276865,4
276866,3
276867,2
276868,1
276869,1
276870,1
276871,2
276872,4
276873,2
276874,4
276875,4
276876,2
276877,2
276878,2
276879,1
276880,2
276881,2
276882,2
276883,2
276884,2
276885,2
276886,2
276887,2
276888,2
276889,3
276890,4
276891,2
276892,1
276893,2
276894,4
276895,1
276896,4
276897,2
276898,2
276899,1
276900,2
276901,2
276902,1
276903,2
276904,2
276905,2
276906,2
276907,2
276908,4
276909,3
276910,2
276911,2
276912,1
276913,2
276914,2
276915,2
276916,2
276917,2
276918,2
276919,2
276920,1
276921,4
276922,2
276923,3
276924,2
276925,2
276926,1
276927,3
276928,1
276929,4
276930,1
276931,1
276932,2
276933,2
276934,1
276935,1
276936,1
276937,1
276938,2
276939,3
276940,4
276941,1
276942,2
276943,4
276944,2
276945,1
276946,4
276947,2
276948,4
276949,2
276950,3
276951,4
276952,3
276953,2
276954,2
276955,3
276956,3
276957,4
276958,2
276959,3
276960,4
276961,1
276962,2
276963,2
276964,3
276965,2
276966,3
276967,3
276968,2
276969,3
276970,1
276971,1
276972,2
276973,2
276974,4
276975,4
276976,2
276977,1
276978,2
276979,2
276980,2
276981,1
276982,4
276983,2
276984,2
276985,2
276986,4
276987,2
276988,1
276989,2
276990,2
276991,2
276992,2
276993,1
276994,1
276995,1
276996,2
276997,1
276998,1
276999,1
277000,2
277001,4
277002,4
277003,2
277004,2
277005,2
277006,2
277007,3
277008,3
277009,1
277010,2
277011,2
277012,2
277013,1
277014,2
277015,2
277016,1
277017,2
277018,3
277019,3
277020,4
277021,2
277022,4
277023,4
277024,1
277025,3
277026,4
277027,3
277028,3
277029,4
277030,2
277031,2
277032,3
277033,2
277034,2
277035,1
277036,2
277037,3
277038,2
277039,4
277040,2
277041,2
277042,2
277043,3
277044,2
277045,4
277046,2
277047,2
277048,1
277049,2
277050,3
277051,4
277052,2
277053,4
277054,3
277055,3
277056,4
277057,1
277058,2
277059,3
277060,2
277061,3
277062,4
277063,1
277064,2
277065,4
277066,4
277067,2
277068,1
277069,2
277070,2
277071,2
277072,2
277073,1
277074,4
277075,2
277076,2
277077,4
277078,2
277079,2
277080,2
277081,3
277082,2
277083,3
277084,1
277085,2
277086,1
277087,4
277088,2
277089,1
277090,2
277091,1
277092,2
277093,2
277094,3
277095,4
277096,2
277097,3
277098,4
277099,2
277100,2
277101,1
277102,2
277103,2
277104,3
277105,1
277106,2
277107,2
277108,2
277109,2
277110,2
277111,2
277112,4
277113,1
277114,2
277115,1
277116,2
277117,1
277118,2
277119,4
277120,1
277121,2
277122,4
277123,2
277124,4
277125,3
277126,1
277127,2
277128,2
277129,3
277130,1
277131,1
277132,1
277133,2
277134,2
277135,2
277136,2
277137,3
277138,2
277139,2
277140,2
277141,2
277142,1
277143,1
277144,2
277145,2
277146,1
277147,4
277148,2
277149,2
277150,4
277151,2
277152,1
277153,1
277154,4
277155,4
277156,2
277157,2
277158,2
277159,2
277160,2
277161,2
277162,2
277163,3
277164,2
277165,1
277166,3
277167,4
277168,3
277169,4
277170,2
277171,3
277172,2
277173,2
277174,2
277175,3
277176,2
277177,4
277178,2
277179,2
277180,2
277181,2
277182,2
277183,2
277184,2
277185,4
277186,2
277187,2
277188,3
277189,3
277190,1
277191,2
277192,1
277193,2
277194,2
277195,2
277196,1
277197,4
277198,2
277199,2
277200,3
277201,2
277202,4
277203,4
277204,2
277205,3
277206,2
277207,2
277208,2
277209,2
277210,1
277211,2
277212,4
277213,2
277214,3
277215,2
277216,2
277217,2
277218,2
277219,2
277220,4
277221,2
277222,2
277223,4
277224,4
277225,1
277226,1
277227,1
277228,1
277229,4
277230,2
277231,4
277232,2
277233,4
277234,4
277235,4
277236,1
277237,1
277238,3
277239,1
277240,2
277241,4
277242,1
277243,1
277244,2
277245,1
277246,3
277247,2
277248,4
277249,1
277250,2
277251,2
277252,3
277253,2
277254,2
277255,4
277256,1
277257,3
277258,2
277259,2
277260,2
277261,3
277262,2
277263,2
277264,2
277265,2
277266,1
277267,3
277268,2
277269,2
277270,2
277271,2
277272,1
277273,4
277274,1
277275,2
277276,4
277277,1
277278,2
277279,1
277280,1
277281,2
277282,4
277283,2
277284,2
277285,4
277286,2
277287,3
277288,2
277289,2
277290,2
277291,2
277292,3
277293,2
277294,2
277295,3
277296,3
277297,1
277298,2
277299,3
277300,2
277301,3
277302,3
277303,2
277304,2
277305,2
277306,3
277307,1
277308,2
277309,2
277310,4
277311,2
277312,1
277313,2
277314,2
277315,2
277316,2
277317,2
277318,1
277319,2
277320,2
277321,2
277322,2
277323,2
277324,2
277325,2
277326,3
277327,2
277328,2
277329,3
277330,4
277331,2
277332,1
277333,1
277334,1
277335,3
277336,1
277337,4
277338,4
277339,4
277340,1
277341,4
277342,1
277343,4
277344,4
277345,2
277346,3
277347,2
277348,3
277349,2
277350,1
277351,4
277352,4
277353,2
277354,3
277355,2
277356,3
277357,2
277358,4
277359,3
277360,2
277361,2
277362,4
277363,2
277364,2
277365,2
277366,4
277367,3
277368,3
277369,4
277370,3
277371,2
277372,3
277373,4
277374,2
277375,3
277376,3
277377,2
277378,2
277379,3
277380,1
277381,2
277382,4
277383,2
277384,2
277385,2
277386,4
277387,2
277388,3
277389,2
277390,2
277391,2
277392,2
277393,4
277394,1
277395,2
277396,4
277397,1
277398,2
277399,4
277400,3
277401,1
277402,2
277403,2
277404,2
277405,2
277406,3
277407,1
277408,2
277409,4
277410,2
277411,2
277412,2
277413,2
277414,1
277415,2
277416,2
277417,2
277418,2
277419,4
277420,2
277421,1
277422,2
277423,3
277424,4
277425,4
277426,4
277427,2
277428,4
277429,2
277430,2
277431,2
277432,2
277433,4
277434,2
277435,4
277436,2
277437,2
277438,1
277439,2
277440,2
277441,3
277442,2
277443,2
277444,3
277445,2
277446,2
277447,4
277448,1
277449,2
277450,2
277451,1
277452,3
277453,2
277454,3
277455,2
277456,1
277457,2
277458,4
277459,2
277460,4
277461,3
277462,4
277463,4
277464,2
277465,4
277466,2
277467,2
277468,1
277469,1
277470,3
277471,2
277472,1
277473,2
277474,4
277475,1
277476,3
277477,2
277478,2
277479,2
277480,3
277481,2
277482,1
277483,4
277484,2
277485,3
277486,3
277487,2
277488,1
277489,3
277490,1
277491,4
277492,3
277493,4
277494,1
277495,3
277496,1
277497,3
277498,2
277499,3
277500,3
277501,1
277502,4
277503,2
277504,2
277505,3
277506,2
277507,2
277508,1
277509,4
277510,2
277511,2
277512,1
277513,2
277514,1
277515,2
277516,2
277517,2
277518,2
277519,4
277520,4
277521,2
277522,2
277523,2
277524,2
277525,3
277526,4
277527,2
277528,4
277529,1
277530,1
277531,4
277532,2
277533,2
277534,4
277535,3
277536,2
277537,3
277538,2
277539,3
277540,2
277541,4
277542,1
277543,2
277544,2
277545,3
277546,2
277547,1
277548,4
277549,2
277550,1
277551,2
277552,3
277553,3
277554,1
277555,3
277556,4
277557,3
277558,4
277559,2
277560,4
277561,4
277562,2
277563,1
277564,2
277565,2
277566,2
277567,2
277568,3
277569,2
277570,2
277571,3
277572,3
277573,1
277574,3
277575,3
277576,3
277577,2
277578,4
277579,4
277580,2
277581,2
277582,2
277583,2
277584,1
277585,2
277586,2
277587,4
277588,1
277589,2
277590,3
277591,2
277592,2
277593,1
277594,1
277595,4
277596,3
277597,4
277598,4
277599,4
277600,4
277601,1
277602,2
277603,1
277604,2
277605,1
277606,2
277607,2
277608,2
277609,3
277610,3
277611,2
277612,2
277613,1
277614,2
277615,1
277616,2
277617,4
277618,2
277619,2
277620,1
277621,2
277622,4
277623,4
277624,3
277625,2
277626,2
277627,2
277628,1
277629,2
277630,1
277631,2
277632,1
277633,2
277634,3
277635,2
277636,4
277637,1
277638,2
277639,2
277640,2
277641,2
277642,1
277643,3
277644,1
277645,4
277646,1
277647,4
277648,3
277649,4
277650,2
277651,3
277652,2
277653,3
277654,2
277655,2
277656,2
277657,2
277658,3
277659,2
277660,3
277661,2
277662,2
277663,4
277664,1
277665,3
277666,2
277667,2
277668,4
277669,2
277670,2
277671,2
277672,3
277673,3
277674,4
277675,2
277676,1
277677,2
277678,4
277679,2
277680,4
277681,4
277682,1
277683,2
277684,3
277685,1
277686,1
277687,3
277688,2
277689,2
277690,2
277691,3
277692,2
277693,1
277694,3
277695,3
277696,4
277697,2
277698,1
277699,2
277700,3
277701,2
277702,2
277703,2
277704,1
277705,2
277706,2
277707,2
277708,2
277709,4
277710,1
277711,2
277712,2
277713,1
277714,3
277715,4
277716,4
277717,2
277718,1
277719,2
277720,4
277721,2
277722,3
277723,2
277724,2
277725,1
277726,4
277727,2
277728,1
277729,2
277730,2
277731,2
277732,2
277733,2
277734,2
277735,3
277736,1
277737,1
277738,2
277739,2
277740,2
277741,2
277742,3
277743,2
277744,2
277745,1
277746,1
277747,1
277748,2
277749,2
277750,2
277751,2
277752,2
277753,3
277754,3
277755,2
277756,4
277757,2
277758,2
277759,1
277760,2
277761,3
277762,2
277763,3
277764,2
277765,2
277766,4
277767,2
277768,1
277769,4
277770,1
277771,2
277772,2
277773,3
277774,4
277775,4
277776,4
277777,4
277778,2
277779,2
277780,2
277781,4
277782,4
277783,2
277784,1
277785,1
277786,2
277787,4
277788,1
277789,2
277790,3
277791,3
277792,1
277793,3
277794,3
277795,3
277796,2
277797,4
277798,2
277799,2
277800,2
277801,1
277802,1
277803,2
277804,2
277805,2
277806,2
277807,3
277808,2
277809,2
277810,3
277811,3
277812,2
277813,2
277814,1
277815,4
277816,2
277817,2
277818,3
277819,2
277820,3
277821,2
277822,2
277823,2
277824,4
277825,2
277826,2
277827,3
277828,2
277829,4
277830,3
277831,4
277832,2
277833,2
277834,2
277835,2
277836,4
277837,3
277838,1
277839,2
277840,2
277841,2
277842,3
277843,1
277844,1
277845,2
277846,2
277847,2
277848,2
277849,3
277850,2
277851,3
277852,4
277853,1
277854,2
277855,1
277856,2
277857,2
277858,2
277859,2
277860,1
277861,4
277862,2
277863,2
277864,4
277865,3
277866,3
277867,1
277868,2
277869,1
277870,3
277871,3
277872,4
277873,4
277874,2
277875,2
277876,1
277877,4
277878,3
277879,4
277880,1
277881,2
277882,2
277883,4
277884,2
277885,1
277886,2
277887,4
277888,2
277889,3
277890,4
277891,2
277892,2
277893,2
277894,2
277895,3
277896,3
277897,4
277898,1
277899,4
277900,2
277901,2
277902,2
277903,4
277904,1
277905,2
277906,2
277907,1
277908,4
277909,2
277910,1
277911,3
277912,3
277913,1
277914,1
277915,2
277916,2
277917,1
277918,1
277919,1
277920,1
277921,3
277922,2
277923,2
277924,3
277925,4
277926,2
277927,2
277928,2
277929,3
277930,3
277931,2
277932,1
277933,2
277934,4
277935,1
277936,2
277937,3
277938,2
277939,4
277940,2
277941,3
277942,2
277943,3
277944,2
277945,2
277946,2
277947,2
277948,2
277949,3
277950,2
277951,2
277952,4
277953,4
277954,2
277955,1
277956,3
277957,4
277958,2
277959,2
277960,1
277961,2
277962,1
277963,2
277964,1
277965,3
277966,1
277967,2
277968,4
277969,3
277970,2
277971,2
277972,2
277973,3
277974,4
277975,4
277976,2
277977,2
277978,2
277979,2
277980,2
277981,2
277982,2
277983,2
277984,2
277985,2
277986,2
277987,2
277988,1
277989,2
277990,1
277991,2
277992,2
277993,2
277994,1
277995,2
277996,4
277997,3
277998,2
277999,4
278000,3
278001,3
278002,1
278003,2
278004,2
278005,2
278006,3
278007,2
278008,2
278009,1
278010,1
278011,1
278012,4
278013,2
278014,4
278015,2
278016,3
278017,4
278018,1
278019,2
278020,1
278021,2
278022,4
278023,2
278024,1
278025,2
278026,3
278027,2
278028,2
278029,3
278030,2
278031,2
278032,2
278033,3
278034,4
278035,2
278036,1
278037,2
278038,3
278039,2
278040,1
278041,2
278042,3
278043,2
278044,2
278045,2
278046,4
278047,2
278048,4
278049,4
278050,4
278051,3
278052,4
278053,3
278054,2
278055,2
278056,2
278057,1
278058,4
278059,4
278060,2
278061,1
278062,2
278063,3
278064,3
278065,3
278066,3
278067,4
278068,2
278069,1
278070,4
278071,1
278072,1
278073,4
278074,2
278075,2
278076,2
278077,4
278078,4
278079,4
278080,2
278081,1
278082,2
278083,3
278084,2
278085,4
278086,2
278087,2
278088,4
278089,3
278090,1
278091,2
278092,3
278093,2
278094,1
278095,4
278096,4
278097,4
278098,2
278099,2
278100,3
278101,4
278102,2
278103,1
278104,4
278105,1
278106,2
278107,2
278108,2
278109,3
278110,2
278111,4
278112,2
278113,3
278114,4
278115,2
278116,4
278117,3
278118,3
278119,2
278120,3
278121,1
278122,2
278123,3
278124,2
278125,2
278126,2
278127,1
278128,3
278129,4
278130,2
278131,2
278132,2
278133,3
278134,2
278135,2
278136,4
278137,2
278138,3
278139,2
278140,3
278141,4
278142,2
278143,1
278144,3
278145,2
278146,3
278147,3
278148,3
278149,2
278150,3
278151,2
278152,4
278153,4
278154,3
278155,2
278156,1
278157,2
278158,2
278159,2
278160,3
278161,4
278162,2
278163,2
278164,2
278165,1
278166,2
278167,3
278168,2
278169,1
278170,2
278171,2
278172,2
278173,3
278174,4
278175,1
278176,4
278177,2
278178,1
278179,4
278180,4
278181,1
278182,3
278183,2
278184,1
278185,1
278186,2
278187,2
278188,3
278189,2
278190,1
278191,2
278192,2
278193,4
278194,2
278195,1
278196,4
278197,2
278198,1
278199,2
278200,2
278201,3
278202,2
278203,1
278204,1
278205,4
278206,2
278207,3
278208,2
278209,1
278210,2
278211,2
278212,3
278213,3
278214,2
278215,2
278216,3
278217,3
278218,1
278219,3
278220,3
278221,2
278222,4
278223,1
278224,2
278225,2
278226,3
278227,4
278228,1
278229,4
278230,2
278231,2
278232,2
278233,1
278234,4
278235,1
278236,1
278237,3
278238,4
278239,4
278240,1
278241,1
278242,2
278243,2
278244,3
278245,2
278246,4
278247,2
278248,3
278249,2
278250,2
278251,4
278252,2
278253,4
278254,4
278255,1
278256,1
278257,1
278258,1
278259,2
278260,4
278261,1
278262,3
278263,4
278264,2
278265,2
278266,1
278267,4
278268,2
278269,4
278270,1
278271,2
278272,1
278273,3
278274,3
278275,1
278276,4
278277,2
278278,2
278279,2
278280,1
278281,3
278282,1
278283,1
278284,2
278285,1
278286,1
278287,2
278288,4
278289,2
278290,4
278291,3
278292,3
278293,1
278294,4
278295,2
278296,1
278297,3
278298,1
278299,2
278300,2
278301,2
278302,2
278303,2
278304,1
278305,2
278306,4
278307,2
278308,3
278309,2
278310,1
278311,2
278312,4
278313,4
278314,4
278315,1
278316,2
278317,1
278318,1
278319,2
278320,2
278321,2
278322,2
278323,2
278324,3
278325,2
278326,4
278327,2
278328,2
278329,2
278330,2
278331,2
278332,2
278333,3
278334,2
278335,3
278336,2
278337,4
278338,4
278339,2
278340,4
278341,2
278342,4
278343,2
278344,1
278345,2
278346,3
278347,3
278348,3
278349,4
278350,2
278351,1
278352,4
278353,2
278354,2
278355,3
278356,4
278357,1
278358,2
278359,2
278360,1
278361,2
278362,1
278363,1
278364,1
278365,4
278366,2
278367,2
278368,4
278369,1
278370,3
278371,4
278372,4
278373,4
278374,1
278375,4
278376,3
278377,1
278378,2
278379,2
278380,2
278381,2
278382,1
278383,2
278384,2
278385,2
278386,2
278387,2
278388,2
278389,4
278390,1
278391,2
278392,1
278393,2
278394,2
278395,2
278396,3
278397,2
278398,1
278399,1
